ID,Titulo,Tipo,Prioridade,Tamanho,Epico,Area,Risco,Contexto,CriterioAceite,Arquivos,DependeDe,BomParaIniciante
INFRA-010,Eliminar as requisições duplicadas do boot causadas por callbacks instáveis,divida tecnica,P1,G,Custo e correção do boot,INFRA,"alto — mexe nos efeitos de boot de três contextos ao mesmo tempo. Estabilizar demais faz o app não recarregar depois que a autenticação resolve; estabilizar de menos não resolve nada.","No primeiro carregamento o app dispara o mesmo endpoint várias vezes (a auditoria contou 5x notificações, 4x produtos, 4x store_config, 4x favoritos; 29 requisições REST no total). A causa é que os efeitos de boot dos contextos dependem de callbacks cuja identidade muda quando o estado de auth resolve (isAdmin, loading, user), e não existe nenhuma trava de requisição em voo nem AbortController. A contenção degrada a latência: a mesma query de produtos ia de 746 ms para 1.687 ms na segunda chamada.","Existe trava de requisição em voo (ou AbortController) em fetchProducts, fetchConfig, fetchDbFavorites e fetchNotifications. · Medição antes e depois na aba Network do boot em produção, com o número de requisições por endpoint registrado nos dois momentos. · Nenhum endpoint é chamado mais de duas vezes no boot (uma pelo StrictMode em dev, uma real). · Quando a autenticação resolve e isAdmin muda, os dados de admin são carregados — a deduplicação não pode impedir o recarregamento legítimo. · O tempo até o catálogo aparecer não piorou.",src/contexts/StoreContext.tsx · src/contexts/FavoritesContext.tsx · src/contexts/NotificationContext.tsx · src/main.tsx,nada,"não — exige medir antes e depois com o app rodando em produção e entender a ordem de resolução da autenticação, que é a parte menos documentada do boot."
INFRA-020,Fazer `npm run typecheck` checar de verdade,infra,P1,P,Fundação de engenharia,INFRA,"baixo — já foi medido que o código passa limpo no typecheck real, então corrigir o script não abre cratera nenhuma.","`npm run typecheck` volta exit 0 em menos de 1 segundo sem analisar arquivo nenhum, porque o tsconfig raiz é solution-style com `files: []` e o script não usa `-b`. É o pior tipo de armadilha: verde falso. Enquanto isso o script de build já faz `npx tsc -b`, ou seja o projeto tem a configuração certa e o script errado.","`npm run typecheck` analisa os arquivos de src/ (comprovado por tempo de execução ou --listFiles) · Introduzir um erro de tipo proposital em qualquer arquivo de src/ faz o comando falhar com exit diferente de zero · O comando continua retornando 0 erros no código atual, sem precisar afrouxar nenhuma flag do tsconfig · tsconfig.node.json também é coberto",package.json · tsconfig.json · tsconfig.app.json · tsconfig.node.json,nada,"sim — Abre a configuração de build do projeto — tsconfig solution-style com project references — e devolve a rede de segurança que hoje é verde falso, já que o comando passa em menos de um segundo sem analisar arquivo nenhum. Vale como primeiro commit do dia 1: sem ele, toda task seguinte é feita no escuro."
INFRA-030,Remover `*.yml` do .gitignore para permitir arquivos de CI,infra,P1,P,Fundação de engenharia,INFRA,"baixo — mas conferir antes o que passa a ser rastreado; a regra foi colateral de uma limpeza de screenshots e pode estar escondendo outros .yml locais.","A regra `*.yml` no .gitignore faz qualquer arquivo de workflow ser ignorado em silêncio: criar `.github/workflows/ci.yml` e dar `git add` falha sem mensagem de erro. Enquanto essa linha existir, é impossível ter CI neste repositório. Ela mora no bloco de screenshots do Playwright, junto de `.playwright-mcp/` e `*.png` — foi acidente, não decisão.","`git check-ignore -v .github/workflows/ci.yml` retorna exit 1 (não ignorado) · `git status` depois da mudança foi revisado e nenhum .yml com dado sensível entrou por engano · Se algum .yml precisa continuar fora do git, ele está ignorado por nome explícito, não por curinga · lefthook.yml aparece como arquivo rastreável",.gitignore · lefthook.yml,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-040,"Criar o primeiro workflow de CI rodando lint, typecheck e build",infra,P1,M,Fundação de engenharia,INFRA,"baixo — CI não altera o produto. O cuidado é não configurar o gate como bloqueante antes de os comandos passarem, senão trava o PR de todo mundo.","Não existe CI: o diretório .github/workflows nem foi criado. Todos os 14 scripts de qualidade dependem de alguém lembrar de rodar na mão, e com dois desenvolvedores isso deixa de funcionar. Sem CI, cada task de bug fica mais cara porque não há rede que segure regressão.","Existe .github/workflows/ci.yml versionado e ele roda em todo push e em todo pull request · O workflow roda o typecheck corrigido e o build, e falha se qualquer um falhar · O lint roda no workflow, mas com um limite de aviso definido e escrito (não pode reprovar por causa dos 1106 warnings preexistentes) · Um PR de teste com erro de tipo proposital aparece reprovado na interface do GitHub · O README ou a doc de onboarding explica o que o CI checa e como reproduzir localmente",.github/workflows/ci.yml · package.json · README.md · docs/onboarding/03-SETUP-AMBIENTE.md,[INFRA-030],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-050,Proteger o `.env.bak` no .gitignore,infra,P1,P,Higiene do repositório,INFRA,baixo — uma linha no .gitignore. Não abrir o conteúdo do arquivo nem copiar valor nenhum para lugar algum.,"Existe um `.env.bak` na raiz que não está versionado E não está ignorado. Um `git add .` distraído comita o arquivo, e o projeto já teve credencial em histórico público antes. É cinco minutos de trabalho para fechar um risco que já aconteceu uma vez.","`git check-ignore -v .env.bak` retorna exit 0 · O padrão adicionado cobre variações futuras (.bak, .old, .backup) sem excluir o .env.example · `git status` não lista mais o .env.bak como untracked · Nenhum valor de credencial foi copiado para dentro de arquivo de documentação ou de commit",.gitignore,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
INFRA-060,"Qual é a fonte de verdade das variáveis de produção, e qual DATABASE_URL ficou viva depois da troca de 30/07?",decisao,P1,P,Decisões pendentes,INFRA,"baixo — é uma resposta. Sem ela, qualquer tentativa de reproduzir produção localmente é adivinhação, e usar a string errada pode apontar para o banco errado.","Existem cinco dumps de variáveis da Vercel na raiz, com datas entre fevereiro e 30/07 e frescor desconhecido. Dois deles trazem DATABASE_URL diferentes entre si — a string mudou em 30/07 e não está documentado por que, nem qual está valendo. Além disso `vercel env pull` devolve valores vazios e o motivo não está explicado.","Está escrito qual DATABASE_URL está viva e por que ela mudou em 30/07 · Está escrito por que `vercel env pull` devolve vazio (sensitive, permissão, ou outro motivo) · Existe uma lista única de qual variável mora onde: Vercel, Supabase, arquivo local · Os dumps .env.vercel.* obsoletos foram apagados do disco ou marcados como históricos, para ninguém copiar deles",docs/onboarding/03-SETUP-AMBIENTE.md · vercel.json,nada,não — exige acesso ao painel da Vercel e conhecimento do que aconteceu em 30/07
PEDIDO-030,Impedir que a reconexão do realtime zere a lista de pedidos do admin,bug,P1,P,Operação de pedidos do lojista,PEDIDO,"baixo — são três chamadas no mesmo arquivo; a guarda por isAdmin já existe como parâmetro do hook e é usada em outros pontos.","Quando o socket do realtime cai e volta (comum em 4G ou ao trazer o app do background), o hook recarrega os pedidos chamando sempre fetchUserOrders, que filtra por user_id do próprio administrador — normalmente zero pedidos — e substitui a lista paginada do admin. A tela passa a exibir 'Ainda não tem nenhum pedido' enquanto a paginação continua indicando várias páginas. Numa loja onde o maior risco operacional é pedido parado sem ninguém ver, isso é grave.","As três recargas passam a chamar a consulta paginada de admin quando isAdmin é true, ou no mínimo ficam dentro de if (!isAdmin). · Com a tela de Pedidos do admin aberta e várias páginas, desligar e religar a rede mantém a lista e a paginação intactas. · O filtro e a página em que o admin estava são preservados após a reconexão. · O cliente comum continua tendo os pedidos recarregados ao voltar do background.",src/hooks/useOrders.ts · src/views/admin/AdminOrdersView.tsx,nada,"sim — Mostra que o mesmo hook useOrders serve as duas metades do app, cliente e admin, por caminhos diferentes, e como o realtime recarrega dados ao reconectar. O sintoma — o lojista vendo ""nenhum pedido"" com pedidos parados na fila — é o pior risco operacional da loja hoje."
PEDIDO-040,Quebrar o loop de requisições do OrderDetailsView para usuário sem pedidos,bug,P1,P,Operação de pedidos do lojista,PEDIDO,baixo — são duas mudanças pequenas: guarda de referência no setOrders e tirar `orders` das deps do useCallback.,"Na tela de detalhe do pedido, o useCallback que carrega o pedido depende do array orders, e o useEffect depende desse callback. Para um usuário logado sem nenhum pedido e sem cache, cada fetch devolve [] e o setOrders cria um array novo, recriando o callback e disparando o efeito outra vez: requisições ao Supabase em loop com o spinner travado. O mesmo `if (orders.length === 0)` faz o oposto quando há cache: a tela nunca revalida no servidor.","Abrir a tela de detalhe com um usuário logado que nunca comprou dispara no máximo uma requisição (conferido na aba Network). · O spinner sai e a tela mostra estado de 'pedido não encontrado' em vez de girar para sempre. · Com pedidos em cache, a tela revalida no servidor pelo menos uma vez ao abrir. · setOrders não substitui o estado quando o resultado é equivalente ao atual.",src/views/customer/OrderDetailsView.tsx · src/hooks/useOrders.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PEDIDO-050,Decidir o destino do segundo projeto Supabase que envia o OTP de convidado,decisao,P1,P,Operação de pedidos do lojista,PEDIDO,"alto — o código que hoje envia o e-mail não está neste repositório. Qualquer mexida às cegas no trigger derruba o único caminho de rastreio do convidado, e não há como testar sem escrever no banco.","O rastreio de pedido de convidado depende de um e-mail com código de 6 dígitos que hoje NÃO chega. O trigger busca a chave de autorização em app_settings, que está vazia, e cai no fallback da chave anon do header — que a edge function recusa. Como net.http_post é fire-and-forget, o erro some e a tela mostra 'Código enviado para seu e-mail!'. Pior: o trigger vivo aponta para um SEGUNDO projeto Supabase (jvgyjlbjhbfrncwbytls), cujo código-fonte não está neste repositório, enquanto supabase/functions/send-otp-email deploya para o projeto principal. Ninguém consegue consertar isso sem o Gabriel responder: esse segundo projeto fica, ou o envio volta pro principal?","Está escrito qual projeto passa a hospedar send-otp-email, e por quê. · Está escrito como o trigger vai se autenticar: segredo dedicado no Vault com header próprio, ou Database Webhook — não a chave do header. · Se o segundo projeto for mantido, está escrito onde vive o código-fonte dele e quem tem acesso. · A decisão registra explicitamente que a migration pendente 20260708190000_secure_otp_flow.sql reverteria a URL para o projeto principal se algum dia rodar.",supabase/functions/send-otp-email/index.ts · supabase/migrations/20260708190000_secure_otp_flow.sql · src/components/ui/custom/OrderSearch.tsx,nada,"não — depende de informação que só o Gabriel tem (acesso e histórico do segundo projeto); não há o que investigar no repositório."
PEDIDO-060,Mostrar o código de rastreio para o cliente,feature,P1,P,Pós-venda e comunicação com o cliente,PEDIDO,"baixo — é leitura de um campo que já chega mapeado até o objeto Order; nenhuma escrita, nenhuma migration.","O rastreio existe só na metade do lojista: o admin digita o código à mão e monta um link para linkrastreio.com. O campo viaja do banco até o objeto Order no front, mas nenhuma tela do cliente o renderiza — quem comprou não vê o código em lugar nenhum e precisa pedir por WhatsApp.","Com um pedido que tem tracking_code preenchido, o código aparece na tela de detalhe do pedido do cliente · Existe botão de copiar o código e link para o rastreio externo · Pedido sem tracking_code não mostra bloco vazio nem 'undefined' · O mesmo código aparece na listagem de pedidos ou na tela de rastreio de convidado (definir qual e cumprir)",src/views/customer/OrderDetailsView.tsx · src/lib/mappers.ts · src/hooks/useOrders.ts · src/components/admin/orders/OrderDetail.tsx,nada,"sim — Atravessa a fatia de dados inteira numa tacada fina: coluna no banco, mapper, hook de pedidos e tela do cliente. Ensina por que o front tem uma camada de mappers traduzindo o formato do banco para o formato do app, e entrega valor visível ao comprador já no primeiro PR."
PEDIDO-070,Enviar e-mail de confirmação de pedido para o cliente,feature,P1,M,Pós-venda e comunicação com o cliente,PEDIDO,"médio — cria uma edge function nova e usa segredo de terceiro (Resend). Se for disparada de dentro do fluxo de pedido, precisa ser fire-and-forget para não derrubar o checkout.","O cliente sai do checkout sem receber um único e-mail. Não há comprovante fora do app, e quem comprou como convidado depende de lembrar de voltar ao site e pedir código OTP. O Resend já está em uso no projeto, só que exclusivamente para o OTP de consulta de pedido.","Fechar um pedido de teste com e-mail válido resulta em e-mail recebido em até 2 minutos · O e-mail contém número do pedido, itens, valor total, forma de pagamento e endereço de entrega · Falha no envio não impede a criação do pedido e fica registrada em log · Convidado (sem conta) também recebe",supabase/functions/send-otp-email/index.ts · src/hooks/useOrders.ts · src/views/customer/CheckoutView.tsx · email_template.html,[DOC-030],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PUSH-010,Fazer send-push reportar quantos envios falharam em vez de sempre success:true,bug,P1,M,Notificações que funcionam,PUSH,"médio — mexe numa edge function em produção, e não há como confirmar pelo repositório qual versão está publicada; precisa de deploy e verificação no dashboard do Supabase.","A edge function usa Promise.allSettled mas devolve sempre {success:true, total} com HTTP 200, sem contar quantos envios falharam. O admin só verifica o erro do invoke, então VAPID inválido, endpoint expirado ou erro da lib webpush aparecem como sucesso: toast verde 'Notificacao enviada para N dispositivos', log com recipient_count cheio e histórico marcando 'Enviada', mesmo que ninguém tenha recebido nada. Como o push é o único canal de aviso de status para o cliente, essa mentira esconde a falha inteira do canal.","A resposta da edge function inclui contagem de sucesso e de falha, e a lista de motivos de falha. · O admin captura o data do invoke e mostra o número real de entregues, não o de alvos. · Envio com todos os endpoints inválidos mostra aviso, não toast verde. · recipient_count gravado no histórico é o número de entregues, não o de alvos. · Endpoint expirado (410/404) é removido de push_subscriptions. · Está registrado qual versão da function foi publicada e quando (a versão em produção não é verificável pelo repositório).",supabase/functions/send-push/index.ts · src/views/admin/AdminPushView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
PUSH-020,Checar a sessão antes de criar a assinatura push no navegador,bug,P1,P,Notificações que funcionam,PUSH,"baixo — mover uma guarda para antes do subscribe e desfazer a assinatura órfã; não mexe em RLS nem em banco.","O subscribe() pede permissão e cria a PushSubscription no navegador ANTES de checar se existe usuário logado. Sem sessão ele apenas faz console.warn e retorna, deixando uma assinatura órfã ativa no navegador e nenhuma linha no banco (a RLS só aceita authenticated com auth.uid() = user_id). No próximo carregamento getSubscription() devolve a assinatura órfã, o banner some para sempre e o cliente acha que está inscrito, mas nunca receberá nada — e a permissão do navegador já foi gasta.","A checagem de sessão acontece ANTES de pedir permissão e antes do subscribe. · Visitante deslogado que toca em ativar notificações vê convite para entrar, não um console.warn mudo. · Se por algum caminho o subscribe ocorrer sem sessão, a assinatura é desfeita (unsubscribe) para não envenenar o getSubscription futuro. · Usuário logado que ativa notificações tem linha gravada em push_subscriptions com user_id preenchido. · Está registrado o que fazer com as 6 linhas existentes de user_id NULL.",src/hooks/usePushNotifications.ts · src/components/ui/custom/PushPermissionBanner.tsx · src/contexts/AuthContext.tsx,nada,"sim — Costura permissão do navegador, sessão do AuthContext e RLS de push_subscriptions numa correção curta — o jeito mais barato de entender por que uma escrita falha silenciosamente quando não há usuário logado. Hoje o cliente acha que está inscrito, nunca recebe nada, e a permissão do navegador já foi gasta."
PUSH-030,As chaves VAPID estão configuradas no ambiente da edge function send-push?,decisao,P1,P,Decisões pendentes,PUSH,baixo — verificação de configuração. O risco é construir em cima de um canal que não funciona.,"Todo o fluxo de notificação push depende de um par de chaves VAPID que ninguém confirmou existir no ambiente. O par privado não está no repositório. Se as chaves não estiverem lá, o canal de push inteiro é teórico — e a edge function ainda responde sucesso mesmo com todos os envios falhando (achado #19), então a falha é invisível.","Está confirmado por escrito se VAPID_PUBLIC_KEY e VAPID_PRIVATE_KEY existem no ambiente da função send-push · A chave pública que o front usa é a mesma do par do servidor (conferido, não suposto) · Se as chaves não existirem ou estiverem dessincronizadas, existe uma task para gerar e publicar o par · O Netim recebeu a VITE_VAPID_PUBLIC_KEY para o ambiente local dele",supabase/functions/send-push/index.ts · src/hooks/usePushNotifications.ts · docs/onboarding/03-SETUP-AMBIENTE.md,nada,"não — depende de acesso ao painel do Supabase, que só o Gabriel tem hoje"
PWA-010,Unificar a recuperação de erro de chunk e dar saída para o usuário,bug,P1,G,PWA que se recupera sozinho,PWA,"alto — o purge nuclear desregistra service workers, apaga todos os caches e deleta o IndexedDB. Errar aqui deixa a base instalada sem app offline, e o caminho de teste passa por instalar o PWA de verdade.","Existem DOIS mecanismos concorrentes de recuperação de erro de chunk, com chaves diferentes, janelas diferentes e estratégias diferentes, e as guardas não se conhecem. No boundary, o reload só acontece se passaram 10 s do último; quando a guarda bloqueia, o render continua devolvendo uma tela de spinner 'Atualizando o Aplicativo' sem botão e sem timeout — o usuário fica preso até fechar o app. No outro mecanismo, o handler de ChunkLoadError chama o purge nuclear sem nenhuma checagem de conectividade: o cliente perde o service worker, o cache e o conteúdo offline e cai numa tela de sem conexão do navegador — justamente no cenário de rede ruim, que é o que produz o erro de chunk.","Existe UM único mecanismo de recuperação de erro de chunk, com uma única chave de guarda. · Quando a guarda bloqueia o reload, a tela mostra botão de ação e explicação — nunca spinner infinito. · O purge só roda com navigator.onLine true e com verificação real de rede bem-sucedida. · O purge disparado por erro de chunk PRESERVA o IndexedDB (o catálogo offline), apagando apenas caches e service workers. · O deleteDatabase é efetivamente aguardado antes de navegar. · A navegação usa location.replace, sem empilhar o parâmetro forceUpdate no histórico. · Com o PWA instalado e a rede desligada, forçar um erro de chunk não deixa o app inutilizável.",src/components/ui/custom/GlobalErrorBoundary.tsx · src/hooks/useUpdateCheck.ts · src/pwa-sentinel.ts · public/silent-guardian.js,nada,"não — é a área com mais mecanismos concorrentes não documentados do projeto (quatro removedores do loader, dois recuperadores de chunk, um sentinel), e o modo de falha atinge a base instalada sem caminho de rollback."
ADMIN-040,Sincronizar o cache de módulo de banners e parar de mutar o state no reorder,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — o hook tem cache de módulo, throttle de 60 s, DataVault e state React, todos com fontes de verdade próprias. Sincronizar errado faz a Home mostrar banner fantasma.","Dois defeitos do mesmo hook. O cache de módulo globalBannersCache só é escrito no fetch de rede e no load inicial do IndexedDB — criar, editar, excluir ou reordenar atualiza apenas o state local e o DataVault; como toda nova instância do hook inicializa a partir desse cache e já marca isLoaded=true, uma tela montada dentro dos 60 s de throttle recebe a lista desatualizada e nem consulta o IndexedDB, que tem o dado certo. E na normalização de colisão de ordem, `b.order = idx + 1` muta diretamente os objetos do state React (mutação fora do React, sem re-render), e o snapshot de rollback é tirado DEPOIS disso e é cópia rasa — se a RPC falhar, o rollback não desfaz nada e a ordem gravada no DataVault fica divergente do banco.","globalBannersCache é atualizado dentro de persistToVault, então toda mutação o reflete. · lastBannersFetchTime é zerado após mutação, para o throttle não servir dado velho. · Criar um banner e navegar para a Home dentro de 60 s mostra o banner novo; excluir e navegar não mostra o excluído. · A normalização de ordem não muta objetos do state: cria novos objetos. · O snapshot de rollback é tirado ANTES de qualquer normalização e é cópia profunda o suficiente para restaurar order. · O erro dos updates é detectado (checar o .error do supabase-js, não só try/catch) e o rollback restaura a ordem anterior na tela e no DataVault.",src/hooks/useBanners.ts · src/views/admin/AdminBannersView.tsx · src/lib/dataVault.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-050,Usar null em vez de undefined nos campos que o admin precisa poder zerar,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — trocar undefined por null muda o que chega no UPDATE de produtos e de cupons; se aplicar em campo errado, zera dado que o admin não pediu para zerar.","Mesma causa-raiz em dois formulários: JSON.stringify descarta chave undefined, e os hooks aplicam campo com a guarda `!== undefined`. Resultado: desmarcar 'Produto em Promoção' nunca remove preco_original do banco (o cliente continua vendo o preço riscado e a etiqueta de desconto, e ao reabrir o formulário a promoção volta marcada); e limpar a Validade de um cupom não remove valid_until (o selo 'Expira em' reaparece e depois da data o cupom para de funcionar no checkout). Nos dois casos a UI confirma sucesso. Vale para SKU, preço de custo, min_purchase e usage_limit também.","Desmarcar 'Produto em Promoção' e salvar deixa preco_original NULL no banco; a etiqueta de desconto some da vitrine e o formulário reabre sem promoção. · Limpar SKU e limpar preço de custo também persistem como NULL. · Limpar a Validade de um cupom deixa valid_until NULL; o selo 'Expira em' some e o cupom volta a valer no checkout. · O mesmo vale para min_purchase e usage_limit. · Salvar sem tocar nesses campos NÃO os zera — a distinção entre 'não mexi' e 'quero limpar' é preservada.",src/views/admin/AdminProductFormView.tsx · src/hooks/useProducts.ts · src/hooks/useCoupons.ts · src/views/admin/AdminCouponFormView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-060,Corrigir o ciclo de vida do formulário de produto: duplo clique e rascunho perdido,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — o arquivo tem 3.219 linhas e o auto-save escreve no localStorage a cada segundo; mexer no efeito errado pode fazer o rascunho sobrescrever o formulário aberto.","Dois defeitos do mesmo formulário. Depois de salvar com sucesso, o botão é liberado 1,5 segundo antes de navegar: nessa janela ele mostra 'Salvo' mas continua clicável, e a única guarda de reentrada é `if (isSubmitting) return` — um segundo clique cria um produto duplicado, sem idempotência no backend. E ao ABRIR um produto para edição, formData e initialData ficam idênticos, o efeito de auto-save considera o formulário limpo e apaga a chave do rascunho 1 segundo depois — enquanto o toast 'Rascunho não salvo encontrado' ainda promete restauração por 10 segundos. Se o admin não clicar naquele instante, o rascunho está perdido: exatamente o cenário que o recurso deveria proteger.","O disabled do botão inclui showSuccess, e a guarda de reentrada do handleSubmit também. · Clicar duas vezes rápido em Publicar cria UM produto (conferido na listagem e no banco). · O setTimeout de navegação é guardado em ref e cancelado no unmount. · O rascunho só é removido do localStorage após decisão explícita do usuário (restaurar ou descartar), nunca pelo auto-save ao abrir. · Abrir um produto com rascunho pendente, esperar 30 segundos e recarregar: o rascunho ainda está lá e o toast reaparece.",src/views/admin/AdminProductFormView.tsx · src/hooks/useProducts.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-070,Inverter as fases do deleteProduct: soft-delete no banco antes de mover a mídia,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — o rollback atual restaura state e cache mas não desfaz os moves no Storage; inverter as fases resolve, mas exige cuidado para não deixar arquivo órfão no caminho de sucesso.","Em deleteProduct, os arquivos do Storage são movidos para backup/ ANTES do soft-delete no banco. Se o UPDATE em produtos falhar, o rollback recoloca o produto na listagem e na vitrine, mas as URLs em imagem_urls apontam para caminhos que não existem mais: todas as fotos ficam quebradas para admin e clientes, e o toast só diz 'Erro ao excluir produto'. Além disso, produto sem imagens grava imagem_urls: [] e imagem_url: null sem necessidade, e os dois laços são N+1 sequenciais.","O soft-delete no banco acontece primeiro; a movimentação de mídia só roda depois, em try/catch próprio. · Falha na fase de mídia não reverte o soft-delete nem quebra as imagens do produto restaurado. · Produto sem imagens não tem imagem_urls zerado desnecessariamente (guard de array vazio). · Os dois laços de backup viram Promise.all em vez de await sequencial. · O erro do update de product_variants deixa de ser descartado.",src/hooks/useProducts.ts · src/views/admin/AdminProductsView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-080,Fazer o modal de Perguntas e Respostas editar a resposta em vez de criar uma segunda,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — exige migration na RPC e possivelmente índice único em answers(question_id); se já existirem duplicatas em produção, o índice falha na criação.","O modal se comporta como editor: vem pré-preenchido com a resposta atual e avisa sobre alterações não salvas. Mas a RPC answer_question_atomic só sabe inserir. Cada 'edição' cria uma segunda linha em answers, e as duas aparecem empilhadas na página do produto e no perfil do cliente. Não existe UI para apagar resposta, então a duplicata é permanente e só sai por SQL manual.","A RPC passa a fazer upsert por question_id, ou existe um caminho explícito de update chamado quando já há resposta. · Responder e depois editar deixa UMA linha em answers para aquela pergunta. · A página do produto mostra uma única resposta, a mais recente. · Antes de criar o índice único, foi conferido se já há duplicatas em produção e definido o que fazer com elas. · O admin consegue remover uma resposta pela UI, ou está registrado que isso fica fora do escopo.",src/views/admin/AdminQAView.tsx · src/hooks/useQuestions.ts · supabase/migrations/ (arquivo novo) · src/components/ui/custom/ProductQA.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-090,Fazer o interruptor de Avaliações desligar as avaliações de verdade,bug,P2,M,Painel administrativo que não mente,ADMIN,"médio — envolve gate na vitrine, no JSON-LD e na policy de INSERT; desligar demais tira as avaliações de quem tem o recurso ligado.","O admin tem um interruptor 'Avaliações dos Clientes' que muda o pill para Inativo e mostra toast de sucesso, mas nenhuma tela do cliente lê o flag. A página do produto continua exibindo nota, distribuição e comentários; o JSON-LD continua publicando aggregateRating para os buscadores; e o cliente continua conseguindo avaliar pela tela do pedido entregue. É um controle puramente cosmético: quem desliga acha que escondeu as avaliações e não escondeu nada.","Com o flag desligado, a página do produto não mostra nota, distribuição, aba nem lista de avaliações. · Com o flag desligado, o JSON-LD não inclui aggregateRating. · Com o flag desligado, a tela de pedido entregue não oferece avaliar. · Com o flag ligado, tudo volta a funcionar exatamente como hoje. · Está registrado se a policy de INSERT também passa a checar o flag no servidor, ou se o gate fica só na UI (e por quê).",src/views/customer/ProductView.tsx · src/views/customer/OrderDetailsView.tsx · src/views/admin/AdminReviewsView.tsx · src/contexts/StoreContext.tsx · src/hooks/useReviews.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-100,Resolver a disputa pela classe dark entre o App e o StoreContext,bug,P2,P,Painel administrativo que não mente,ADMIN,"baixo — são dois efeitos pequenos; a classe admin-mode que serve de alternativa já existe no AdminLayout.","Dois efeitos disputam a classe 'dark' no elemento html: o App adiciona quando a view começa com 'admin', e o StoreContext remove sempre que primaryColor ou themeMode mudam, além de no carregamento do cache do vault. Como as deps do efeito do App não mudam nesse momento, o painel admin — desenhado para fundo escuro — vira tema claro no meio da sessão, com texto branco sobre branco, até o admin navegar para outra tela. Acontece ao salvar a cor primária e ao abrir o painel direto pela URL.","Existe um único dono da classe dark no elemento html, ou o modo admin usa um seletor próprio que o StoreContext não pode desfazer. · Salvar a cor primária no admin não muda o tema da tela. · Abrir a rota do painel direto pela URL entra já em tema escuro e permanece. · Sair do admin para a loja volta ao tema configurado pelo lojista. · Trocar themeMode na loja continua funcionando nos três valores (light, dark, glass).",src/App.tsx · src/contexts/StoreContext.tsx · src/components/layouts/AdminLayout.tsx · src/index.css,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-110,Distinguir falha de consulta de ausência de dados no dashboard de faturamento,bug,P2,M,Painel administrativo que não mente,ADMIN,"baixo — acrescenta estado de erro e um ramo visual; não muda cálculo nenhum, exceto pela base do total, que precisa ser decidida com cuidado.","Dois problemas na mesma tela. Quando a RPC de análise por categoria falha, o hook só loga no console e devolve null: o dashboard não mostra banner de falha nem botão de tentar de novo, e o bloco de Divisão de Faturamento cai no empty state 'Sem Dados Registrados'. O admin conclui que não houve vendas quando a chamada quebrou. E na mesma tela o card 'Volume Total' usa SUM(marketplace_orders.total), já líquido de desconto, enquanto o centro do donut soma as fatias de get_category_analytics, que é itens + frete sem subtrair desconto: com qualquer cupom concedido os dois números divergem, sem legenda explicando. Hoje há 0 pedidos com desconto, então a divergência aparece na primeira campanha de cupom.","O hook expõe um estado de erro próprio para a análise por categoria, propagado até o bloco visual. · Falha na RPC mostra banner de erro com botão de tentar de novo, visualmente distinto do empty state. · 'Sem Dados Registrados' só aparece quando a consulta teve sucesso e devolveu zero linhas. · As duas bases (card Volume Total e centro do donut) passam a bater, ou a diferença está explicitada na UI com legenda. · Com um pedido de teste com desconto, os dois números são consistentes ou a diferença está rotulada.",src/hooks/useAnalytics.ts · src/components/admin/dashboard/StrategicIntelligenceBlocks.tsx · src/components/admin/dashboard/KpiSummaryCards.tsx · src/views/admin/AdminDashboardView.tsx,[BANCO-020],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
